"","CTXS","QCOM","AAPL","IDXX","ALGN","AMGN","CPRT","FAST","CTAS","ORLY","EBAY","BKNG","NFLX","EA","GOOGL","PEP","MNST","COST","XEL","EXC"
"1381",0.022,0.08,0.004,0.068,0.004,0.012,0.01,0.038,0.008,0.012,0.084,0.104,0.002,0.008,0.002,0.028,0.072,0.082,0.214,0.146
"1382",0.018,0.064,0.038,0.01,0.408,0,0.13,0,0.024,0.008,0,0.002,0.022,0.078,0.112,0,0.03,0.008,0.014,0.034
"1383",0.12,0,0.018,0,0.01,0.144,0.16,0.038,0.28,0.038,0,0.066,0,0.01,0,0.022,0.032,0,0,0.062
"1384",0.016,0,0,0.528,0,0,0,0,0,0.072,0,0,0.01,0.002,0,0,0.012,0.326,0.016,0.018
"1385",0.05,0,0.002,0.028,0.02,0.012,0,0.072,0.02,0.032,0.024,0.064,0.12,0.002,0,0,0,0.006,0.546,0.002
"1386",0,0.1,0,0.012,0,0.008,0.106,0,0.016,0,0.308,0.002,0.192,0,0,0.032,0,0,0,0.224
"1387",0.188,0.004,0,0,0.032,0.03,0,0,0,0.652,0.016,0,0,0,0,0,0.006,0,0.056,0.016
"1388",0.02,0.014,0.04,0.002,0.004,0.136,0.22,0.012,0.012,0.048,0.004,0.01,0,0.006,0.038,0.114,0.182,0.002,0.102,0.034
"1389",0,0.004,0,0.016,0.412,0.092,0.096,0,0.002,0,0,0.094,0,0.002,0,0,0.004,0.024,0.078,0.176
"1390",0.012,0.014,0.006,0.108,0.004,0.002,0.008,0.004,0.006,0,0,0.58,0,0,0.002,0.136,0.02,0,0.036,0.062
"1391",0.004,0,0,0,0.002,0.002,0.004,0.006,0.156,0.198,0.002,0.016,0.426,0.028,0,0.036,0.008,0.042,0.07,0
"1392",0,0,0,0.026,0,0.004,0.002,0.044,0.006,0.228,0.01,0.008,0.006,0.178,0.002,0.12,0,0,0.366,0
"1393",0.02,0,0.01,0.012,0,0,0.044,0.004,0.134,0.004,0.064,0.158,0.034,0,0.104,0.006,0,0.338,0.064,0.004
"1394",0,0.086,0,0,0,0,0,0.016,0.604,0,0,0,0.016,0,0,0,0.204,0.054,0.02,0
"1395",0,0,0,0.032,0.244,0,0,0,0.406,0.034,0,0,0,0.208,0.01,0.016,0.048,0.002,0,0
"1396",0.052,0.01,0,0.006,0,0.114,0.03,0.006,0.006,0.002,0.022,0.042,0.016,0.004,0.286,0.198,0.16,0.006,0,0.04
"1397",0,0,0,0.124,0.2,0.006,0,0.002,0.004,0.234,0.004,0.002,0,0,0,0.12,0,0.014,0.01,0.28
"1398",0.076,0.002,0.072,0.022,0.238,0.182,0,0.028,0.098,0,0.116,0.014,0,0.064,0.002,0.008,0.008,0.022,0.01,0.038
"1399",0.056,0.012,0.002,0.01,0.022,0.014,0.182,0,0.064,0.17,0.108,0.006,0.148,0.046,0.048,0.002,0.008,0.056,0.012,0.034
"1400",0.094,0.004,0.09,0.002,0,0,0,0.028,0.246,0.002,0.134,0,0.034,0.01,0.008,0,0,0.094,0.246,0.008
"1401",0,0,0.002,0.006,0.03,0.15,0.056,0.45,0,0.002,0.03,0.032,0.128,0.002,0.01,0.016,0,0.068,0.006,0.012
"1402",0.042,0.016,0.01,0.04,0,0,0.034,0,0.046,0.06,0.042,0,0.046,0,0.004,0,0.084,0.004,0.546,0.026
"1403",0.098,0.118,0,0,0.116,0.302,0,0,0.01,0.032,0.01,0.014,0.076,0.004,0.048,0.008,0.002,0.014,0.024,0.124
"1404",0.002,0.004,0.012,0.008,0,0.008,0.034,0.64,0,0.002,0.186,0.004,0.086,0,0.002,0,0,0.002,0.01,0
"1405",0,0,0.022,0.018,0,0.134,0,0.232,0,0.32,0.044,0.182,0.004,0,0,0.016,0,0,0.028,0
"1406",0,0,0.038,0.032,0,0.632,0,0,0,0,0.108,0.004,0.008,0.016,0.034,0,0.006,0,0,0.122
"1407",0,0.124,0.016,0,0.004,0,0.014,0.002,0.758,0.008,0,0.012,0.02,0,0.004,0.004,0.012,0.002,0.01,0.01
"1408",0.004,0.004,0.098,0.506,0.002,0,0.002,0.094,0.028,0.178,0,0.022,0.01,0.002,0.008,0,0.006,0.024,0,0.012
"1409",0.034,0,0,0.004,0.006,0.07,0.022,0,0.016,0.012,0.006,0.002,0.144,0.624,0.034,0.012,0,0,0.012,0.002
"1410",0.034,0.066,0.062,0.17,0,0,0.01,0.056,0.004,0.052,0.072,0,0.048,0.014,0.012,0.262,0,0.002,0.012,0.124
"1411",0.068,0.15,0,0.082,0,0,0.032,0.042,0.01,0,0.064,0.204,0.02,0.004,0.152,0.004,0.014,0.076,0.016,0.062
"1412",0.08,0.004,0,0.02,0,0.306,0.008,0.108,0.032,0.078,0.006,0,0.002,0.04,0.004,0.276,0.004,0.002,0.016,0.014
"1413",0,0.054,0.058,0.024,0.396,0,0.026,0,0.006,0.002,0,0.004,0.002,0,0.052,0.014,0.018,0.162,0.182,0
"1414",0.004,0.004,0.036,0.032,0.008,0.012,0.346,0.004,0.01,0,0.05,0.004,0.03,0,0.028,0,0.138,0.292,0.002,0
"1415",0.014,0.204,0,0.098,0.064,0.002,0.058,0.09,0,0.012,0.082,0,0.002,0,0.118,0.022,0.002,0.2,0,0.032
"1416",0.064,0.13,0.048,0,0.002,0.086,0.012,0.042,0.024,0.002,0,0.128,0.014,0.188,0.108,0.024,0.004,0.022,0.078,0.024
"1417",0.03,0.016,0.002,0.034,0.038,0.116,0.018,0.01,0,0.002,0.032,0.01,0.104,0,0.096,0.198,0,0.162,0,0.132
"1418",0.004,0.068,0.118,0,0,0.022,0,0.058,0,0,0,0.16,0.072,0.142,0.032,0.014,0,0,0,0.31
"1419",0.048,0.292,0,0.11,0.074,0.122,0.05,0,0.002,0.004,0.08,0.058,0.004,0.04,0.028,0.018,0.018,0.018,0,0.034
"1420",0.002,0,0,0,0,0,0.006,0,0,0.004,0,0.394,0,0.014,0,0.198,0.382,0,0,0
"1421",0,0.09,0.018,0.006,0.002,0.03,0.002,0.014,0.05,0.004,0.104,0.086,0.172,0.01,0.06,0.108,0.002,0.02,0.194,0.028
"1422",0,0.012,0.01,0,0.002,0.586,0.174,0,0.008,0.006,0,0.024,0.154,0,0.008,0.01,0.004,0,0,0.002
"1423",0.18,0,0.034,0.116,0.026,0.004,0.094,0.026,0,0.05,0.012,0.004,0.122,0.096,0.116,0.064,0.038,0.016,0.002,0
"1424",0.242,0.052,0.008,0.04,0.002,0.044,0.018,0.062,0,0,0.008,0.12,0.192,0.038,0.01,0.144,0.01,0,0.01,0
"1425",0.03,0,0,0.002,0,0,0,0.402,0.094,0.42,0,0,0,0.004,0,0,0,0,0,0.048
"1426",0,0.076,0.014,0.006,0,0.538,0,0,0.006,0.018,0.002,0.084,0.12,0.11,0.002,0.004,0,0.02,0,0
"1427",0,0,0.006,0,0.488,0,0.018,0.014,0.004,0,0.008,0.208,0.004,0.01,0.124,0.002,0.036,0.068,0,0.01
"1428",0.024,0.03,0,0.002,0.004,0.032,0.296,0,0.032,0,0,0.076,0.002,0,0,0.04,0.388,0.004,0,0.07
"1429",0.024,0.082,0.004,0.002,0.036,0.206,0.128,0.004,0,0.066,0.006,0.072,0.008,0.146,0,0.014,0.004,0,0.176,0.022
"1430",0,0.026,0.234,0,0,0,0,0,0,0.004,0.376,0,0,0,0,0,0.342,0.018,0,0
"1431",0,0,0,0.178,0.508,0,0.044,0.006,0,0.022,0,0.004,0.014,0,0,0,0.012,0.182,0,0.03
"1432",0.022,0,0.074,0,0.16,0,0.006,0.01,0.142,0,0.092,0,0,0.068,0.38,0.018,0,0.014,0.004,0.01
"1433",0.278,0.002,0.048,0.042,0.004,0.056,0.024,0,0.002,0.004,0.048,0.01,0.188,0,0.156,0.074,0.032,0.014,0.006,0.012
"1434",0.564,0.304,0.018,0.006,0,0,0.034,0,0,0.026,0.002,0,0.044,0,0,0,0,0,0,0.002
"1435",0.018,0,0.006,0.01,0.154,0.008,0,0,0.104,0.012,0.022,0.11,0.008,0.016,0,0.002,0.052,0.478,0,0
"1436",0,0,0.152,0.702,0,0.014,0.018,0.028,0,0.014,0.006,0.008,0,0.018,0,0.006,0.022,0,0.012,0
"1437",0,0.02,0,0.118,0.008,0,0.012,0.048,0.196,0.45,0.028,0,0,0.04,0,0.01,0.02,0.002,0.026,0.022
"1438",0,0,0,0,0.008,0.06,0.248,0,0.07,0.022,0.28,0.002,0.008,0,0,0.09,0,0,0,0.212
"1439",0.012,0,0,0.078,0.146,0.04,0,0.02,0.036,0.04,0.006,0.036,0.03,0.04,0.044,0,0.066,0.292,0.06,0.054
"1440",0,0,0,0,0,0,0.058,0,0.09,0.012,0,0.004,0,0.074,0.296,0.076,0.268,0.122,0,0
"1441",0.002,0.09,0,0.022,0.106,0.006,0.028,0.016,0.076,0.006,0.008,0.002,0.046,0.008,0.028,0.042,0.002,0.036,0.476,0
"1442",0.078,0.084,0,0,0.026,0,0.03,0,0.016,0,0.002,0,0,0,0,0,0.602,0.036,0.126,0
"1443",0,0.008,0.072,0,0.004,0.012,0.092,0.008,0.01,0.016,0.74,0.016,0,0,0,0,0.018,0.002,0.002,0
"1444",0.022,0.032,0.076,0.09,0.01,0.044,0.11,0.17,0,0.002,0,0.028,0,0,0.014,0.024,0.034,0,0.342,0.002
"1445",0,0.126,0.006,0.104,0.01,0,0.018,0.006,0,0,0.01,0,0.014,0,0.266,0.112,0.016,0,0.252,0.06
"1446",0.224,0,0.008,0.124,0.092,0,0.198,0,0.07,0,0.018,0.02,0.072,0.018,0.01,0,0.01,0.112,0.008,0.016
"1447",0.004,0,0.02,0,0.026,0.374,0.006,0,0,0,0,0.18,0,0,0.314,0.018,0,0,0.008,0.05
"1448",0,0,0.318,0,0,0.008,0.004,0,0,0,0.002,0.006,0,0.014,0.454,0,0.044,0,0.008,0.142
"1449",0.064,0.208,0.026,0.054,0,0.048,0.002,0.074,0.054,0.086,0.096,0.022,0.004,0.134,0,0.04,0,0.004,0.054,0.03
"1450",0.014,0.16,0,0.01,0.046,0.014,0.044,0,0.012,0,0.008,0.01,0.004,0.016,0.006,0.012,0.21,0.06,0.048,0.326
"1451",0,0.35,0.1,0.006,0.002,0.158,0.03,0.082,0,0.01,0.008,0.07,0,0.004,0.084,0,0.03,0,0.054,0.012
"1452",0.036,0,0.118,0.004,0.084,0.124,0,0.028,0.02,0.078,0,0.022,0.002,0,0.012,0.364,0.026,0.008,0.072,0.002
"1453",0.114,0.134,0.004,0,0.07,0,0.042,0.012,0.058,0.144,0.008,0.052,0.058,0,0.014,0.1,0,0.06,0.01,0.12
"1454",0.166,0.014,0.014,0.048,0.008,0.004,0.024,0,0,0.102,0,0.064,0.124,0.046,0.016,0.02,0.004,0.002,0.046,0.298
"1455",0,0,0.158,0.034,0.002,0.02,0.002,0,0.03,0.184,0,0.02,0.026,0,0,0,0.004,0.518,0.002,0
"1456",0.002,0,0.002,0.042,0,0.154,0.5,0.246,0,0,0,0,0,0.01,0.004,0.04,0,0,0,0
"1457",0,0.006,0.002,0,0,0.022,0.066,0.044,0.444,0.024,0,0.258,0,0,0.02,0,0,0,0.002,0.112
"1458",0,0.046,0,0,0.05,0,0,0.068,0,0.654,0,0,0.01,0.042,0.076,0.016,0,0.02,0.016,0.002
"1459",0,0,0.52,0,0,0,0.042,0,0,0.07,0.058,0.002,0.024,0.01,0,0.048,0,0.226,0,0
"1460",0.006,0,0.102,0.21,0,0.02,0.036,0.136,0,0.014,0,0,0.194,0.006,0,0.028,0.002,0,0,0.246
"1461",0.096,0,0.006,0.008,0.008,0.006,0.016,0.004,0.008,0.02,0,0,0,0,0.744,0,0.036,0,0.046,0.002
"1462",0,0.02,0.446,0,0,0.246,0,0,0.058,0,0,0.002,0.012,0.006,0.004,0.174,0,0.008,0,0.024
"1463",0.006,0.126,0.27,0.024,0.126,0,0,0.11,0.01,0.042,0.006,0.022,0.006,0.044,0.002,0.066,0.014,0.034,0.01,0.082
"1464",0,0.002,0.006,0.06,0.03,0,0.014,0.036,0.03,0.056,0.126,0.004,0,0.03,0,0,0.534,0.004,0.06,0.008
"1465",0.008,0.14,0.004,0.002,0,0.192,0.014,0.074,0.01,0.038,0.172,0.022,0,0.042,0.092,0,0.01,0.158,0.022,0
"1466",0,0,0.43,0,0,0,0,0.006,0,0,0.348,0,0.014,0,0,0,0.2,0,0,0.002
"1467",0,0,0,0.01,0.08,0,0.262,0.258,0,0.094,0.292,0,0,0,0,0,0,0,0.004,0
"1468",0,0,0.378,0,0.108,0.018,0.002,0,0,0,0,0,0,0.132,0.064,0,0.278,0,0,0.02
"1469",0.078,0.158,0.038,0.002,0.09,0.064,0,0.004,0,0.528,0,0.012,0.01,0.016,0,0,0,0,0,0
"1470",0,0.082,0,0.022,0.01,0.132,0,0,0.006,0.29,0.008,0,0.06,0.008,0.002,0,0.056,0.12,0.154,0.05
"1471",0.036,0,0,0,0.156,0.028,0.024,0.534,0.012,0.028,0,0.006,0,0.078,0.02,0.016,0.062,0,0,0
"1472",0.058,0.336,0.03,0.214,0,0.066,0.01,0.006,0,0.012,0,0.012,0.014,0,0.012,0.114,0.018,0.03,0.006,0.062
"1473",0.548,0,0,0.036,0,0,0,0,0.076,0,0.116,0,0.13,0.014,0,0.078,0,0.002,0,0
"1474",0.424,0.004,0.074,0.07,0.022,0.008,0.002,0,0,0.084,0,0.128,0.016,0.012,0.022,0,0,0.13,0.002,0.002
"1475",0,0,0.04,0,0,0,0,0.04,0.188,0,0.39,0.078,0,0.012,0,0.248,0,0.004,0,0
"1476",0.356,0.012,0,0,0,0,0,0,0.004,0,0.14,0,0,0.008,0.194,0.218,0.028,0,0.038,0.002
"1477",0,0,0.03,0,0.13,0.076,0.042,0,0,0,0,0.626,0,0,0,0.004,0,0,0,0.092
"1478",0.038,0.36,0.12,0.01,0,0.07,0,0.27,0.024,0.014,0,0.01,0,0.016,0.008,0.014,0.008,0.002,0.03,0.006
"1479",0,0.478,0,0.018,0,0,0,0,0.008,0,0.022,0,0.002,0.418,0.046,0.006,0.002,0,0,0
"1480",0,0.1,0.002,0.006,0.024,0,0.002,0.424,0,0.036,0.02,0,0.05,0.056,0.006,0.048,0,0.008,0.022,0.196
"1481",0,0.026,0,0.102,0,0.008,0.052,0,0.014,0.008,0,0.018,0.004,0.028,0.04,0.04,0.134,0.18,0.306,0.04
"1482",0,0.062,0.226,0.006,0.002,0,0.046,0.008,0.098,0.022,0.032,0.006,0.04,0.032,0.042,0,0.06,0.312,0.006,0
"1483",0.014,0.04,0.002,0.02,0.004,0,0.31,0.002,0,0.118,0.006,0.014,0.004,0,0,0.016,0.018,0.058,0,0.374
"1484",0,0.046,0.012,0.046,0,0,0.002,0,0,0.008,0,0.032,0.31,0.034,0.136,0.004,0,0.146,0.224,0
"1485",0.118,0.002,0,0.03,0,0.044,0.118,0.03,0.014,0.026,0.004,0.012,0.258,0,0.002,0.002,0.004,0.15,0,0.186
"1486",0.006,0.014,0.044,0.016,0.02,0.238,0.002,0.012,0.006,0.006,0.036,0.004,0.086,0.282,0.004,0,0.004,0.078,0.11,0.032
"1487",0,0.02,0.242,0.18,0.192,0,0.058,0.054,0.012,0,0.054,0,0,0.046,0,0.11,0,0.004,0,0.028
"1488",0.022,0.042,0.004,0.008,0.06,0.146,0.102,0.132,0.002,0.034,0.042,0.078,0.014,0.182,0,0,0.128,0.004,0,0
"1489",0.026,0.088,0.046,0.016,0.122,0.032,0,0,0.026,0.004,0.106,0.214,0.022,0.006,0.042,0.036,0.026,0.018,0.16,0.01
"1490",0.126,0,0.154,0.042,0.04,0.182,0,0.016,0.022,0.02,0.056,0,0.008,0.014,0.01,0,0.238,0.066,0,0.006
"1491",0.374,0.028,0,0.012,0.012,0.016,0.09,0.006,0.02,0.06,0.266,0.026,0.036,0,0.022,0.028,0,0,0.002,0.002
"1492",0.1,0.024,0.006,0.002,0,0,0.166,0.034,0.012,0.004,0.05,0.046,0.128,0.016,0.18,0.004,0.176,0.014,0.036,0.002
"1493",0,0.076,0,0,0.042,0,0.014,0.002,0.008,0.374,0,0.162,0.018,0.004,0,0,0.046,0.2,0.006,0.048
"1494",0.08,0.012,0.076,0.002,0.08,0.284,0.02,0.026,0.026,0.052,0.04,0.096,0.004,0.002,0,0.008,0.13,0,0.058,0.004
"1495",0,0.012,0.032,0.036,0.026,0.004,0.036,0.332,0.01,0.03,0.12,0.05,0.004,0.186,0,0.002,0.004,0.004,0.11,0.002
"1496",0,0,0,0,0,0,0,0,0.058,0,0,0,0.126,0,0,0.198,0,0.022,0.01,0.586
"1497",0.45,0.002,0,0.006,0,0,0.014,0.004,0.172,0.022,0.056,0,0.046,0.028,0,0,0.008,0.002,0.17,0.02
"1498",0.004,0.002,0.002,0.188,0.014,0.06,0.002,0.006,0.254,0,0.03,0,0.002,0.002,0.042,0.002,0,0.048,0.284,0.058
"1499",0,0,0.24,0.152,0,0,0,0,0.144,0.164,0,0,0.048,0,0,0.012,0,0.004,0.006,0.23
"1500",0.032,0.114,0.03,0.06,0.02,0,0,0.044,0.028,0.026,0.046,0.006,0.026,0.016,0.088,0.166,0.016,0.098,0,0.184
"1501",0.032,0,0.004,0.05,0.07,0,0.022,0.01,0.01,0.034,0.08,0.102,0.034,0.034,0.348,0,0.016,0.02,0.076,0.058
"1502",0,0,0.138,0,0.004,0.062,0.06,0,0.372,0.002,0.15,0.02,0,0.002,0.004,0.102,0.028,0.016,0.04,0
"1503",0.028,0.07,0.05,0.006,0,0,0,0,0.268,0.026,0,0,0.322,0,0.004,0,0,0.004,0.222,0
"1504",0.298,0.402,0.032,0.002,0.072,0.006,0.026,0.03,0.01,0.004,0.006,0,0,0.064,0.008,0.004,0,0.036,0,0
"1505",0.004,0,0.028,0.568,0.004,0,0.176,0.012,0,0.01,0.002,0.004,0.002,0.056,0.006,0.002,0.05,0.008,0.052,0.016
"1506",0,0.002,0.018,0.058,0,0.002,0.04,0.07,0.042,0,0.006,0.066,0.052,0.064,0.032,0.02,0.086,0.002,0,0.44
"1507",0,0.058,0,0,0.02,0,0.012,0,0,0.41,0,0.364,0.006,0,0,0,0.02,0.108,0,0.002
"1508",0.01,0.002,0.012,0.01,0.076,0,0.132,0.026,0.018,0.006,0.024,0.006,0.328,0.012,0.004,0.176,0.148,0.008,0,0.002
"1509",0,0,0.03,0.036,0.022,0.01,0.118,0.012,0.22,0.076,0.034,0.242,0.088,0,0.016,0.022,0.014,0.042,0.008,0.01
"1510",0.008,0.004,0.008,0.032,0.048,0.024,0.034,0.068,0.038,0,0.02,0.018,0.004,0.046,0.006,0,0.07,0.076,0.032,0.464
"1511",0.006,0,0.128,0.004,0.008,0.032,0,0.024,0.008,0.03,0.032,0.106,0.112,0.006,0.026,0.032,0.018,0.05,0,0.378
"1512",0.004,0.004,0.174,0.018,0.02,0.002,0.02,0.002,0,0.076,0,0.002,0.232,0.046,0.002,0.056,0,0,0.278,0.064
"1513",0,0,0,0.044,0,0.016,0,0.262,0.004,0.016,0.002,0.18,0.006,0,0.014,0.046,0.396,0,0.006,0.008
"1514",0,0,0.356,0,0.046,0,0,0.056,0,0.044,0.016,0,0,0.006,0,0,0.008,0.012,0.006,0.45
"1515",0,0,0.164,0.21,0.17,0.082,0.004,0.006,0.172,0.028,0,0,0,0.106,0,0,0,0.058,0,0
"1516",0.088,0,0,0.052,0.262,0.55,0,0,0,0.028,0,0,0,0,0,0,0.004,0,0.016,0
"1517",0.008,0.024,0.036,0.082,0.018,0.03,0.024,0.014,0.014,0,0,0.012,0.184,0.152,0,0,0,0,0.17,0.232
"1518",0.294,0.002,0,0.002,0.004,0.058,0,0.008,0.002,0.002,0.006,0.1,0.01,0,0.028,0,0.148,0.264,0.052,0.02
"1519",0.01,0.032,0,0.168,0,0,0.074,0.006,0.2,0,0.032,0.01,0.01,0.008,0.036,0.008,0.002,0.028,0.042,0.334
"1520",0,0.158,0.02,0,0,0,0,0,0.064,0,0,0.006,0.066,0.114,0,0.402,0.168,0,0.002,0
"1521",0,0.144,0.282,0.084,0.018,0.026,0,0.006,0.012,0.096,0.114,0.02,0.02,0.062,0.01,0.028,0.018,0.044,0.016,0
"1522",0.04,0.01,0.158,0,0.034,0.006,0,0,0.166,0,0,0.016,0.026,0.044,0.002,0,0,0.13,0.214,0.154
"1523",0.002,0,0,0.048,0,0.138,0.186,0.038,0.028,0.02,0.004,0.09,0.004,0.394,0.002,0.004,0,0,0,0.042
"1524",0.038,0,0.28,0.01,0.008,0.096,0.092,0.002,0.144,0.03,0.002,0,0.02,0,0.108,0,0.022,0.138,0.004,0.006
"1525",0,0,0,0,0.008,0.038,0.03,0,0.002,0,0.834,0.058,0.01,0.014,0,0,0,0,0,0.006
"1526",0,0.012,0,0.004,0.028,0.012,0.082,0.022,0.018,0.004,0.504,0.004,0.014,0,0.096,0.136,0.032,0.006,0,0.026
"1527",0.23,0.006,0.018,0.01,0,0,0.01,0.014,0.026,0,0.01,0.066,0.21,0.002,0.01,0.064,0.054,0,0.242,0.028
"1528",0,0.072,0.11,0,0,0,0.018,0,0.066,0.006,0.002,0.022,0.004,0,0,0.44,0.002,0.066,0.016,0.176
"1529",0,0,0,0,0.008,0,0.004,0,0.046,0,0,0,0.02,0,0.174,0.744,0,0,0.004,0
"1530",0,0.058,0.008,0,0.008,0,0,0.022,0.008,0.02,0,0.274,0.392,0,0.002,0,0.206,0,0.002,0
"1531",0.026,0.042,0.016,0,0.02,0.14,0.248,0.15,0.016,0.036,0.15,0.024,0.028,0,0.012,0.026,0.03,0.002,0.012,0.022
"1532",0,0.004,0.354,0.044,0.018,0.02,0.02,0.008,0.16,0.25,0,0.034,0,0.004,0.032,0.012,0.026,0.002,0,0.012
"1533",0.002,0.004,0.086,0.146,0,0.016,0,0.042,0.018,0.074,0.016,0.234,0,0.158,0.008,0.082,0.016,0,0.006,0.092
"1534",0.016,0.04,0.162,0.4,0,0.026,0.006,0.022,0.136,0,0.016,0,0,0.03,0,0.114,0.002,0.026,0,0.004
"1535",0.006,0,0.032,0.102,0.038,0.028,0.026,0.012,0.016,0.01,0.014,0,0.048,0,0,0,0.334,0.042,0.292,0
"1536",0,0.08,0.028,0.286,0,0.114,0.036,0.018,0,0.108,0,0.018,0.09,0,0.086,0.004,0,0.032,0.096,0.004
"1537",0.018,0.026,0.002,0.042,0,0.046,0,0.022,0.108,0.142,0.004,0.004,0.322,0.032,0.014,0.02,0.018,0,0.132,0.048
"1538",0.008,0.042,0.278,0.02,0.138,0,0.062,0,0.02,0.028,0.014,0.048,0,0.004,0.03,0.16,0.014,0.074,0.044,0.016
"1539",0.024,0.082,0.04,0.03,0,0,0,0.012,0,0,0.01,0.016,0,0.122,0.006,0.636,0.002,0.008,0.01,0.002
"1540",0,0.008,0.226,0,0.07,0.014,0.002,0.082,0.004,0.326,0.006,0.008,0.002,0,0.03,0.024,0.168,0.008,0.022,0
"1541",0.472,0,0.102,0.074,0.052,0,0,0.042,0,0.012,0,0.012,0,0.148,0,0,0,0.006,0.08,0
"1542",0.034,0.022,0.09,0.036,0.004,0.362,0.006,0.026,0.012,0.022,0.21,0.01,0,0.012,0,0.06,0.004,0.008,0.028,0.054
"1543",0,0,0.02,0,0,0.004,0,0.006,0,0,0.55,0.14,0.052,0,0.146,0.002,0,0.07,0,0.01
"1544",0,0,0.26,0.096,0,0,0.314,0.006,0.04,0,0.084,0,0.082,0.026,0.024,0,0,0.012,0.034,0.022
"1545",0.022,0.254,0,0.006,0.004,0.026,0,0.038,0,0.004,0.046,0.022,0.26,0,0.004,0,0.206,0,0.084,0.024
"1546",0.016,0,0.01,0.01,0.33,0.128,0,0.224,0,0,0.018,0.146,0.016,0.006,0,0.038,0,0.012,0,0.046
"1547",0.002,0.054,0.064,0.012,0.018,0.01,0.004,0.046,0.002,0.016,0.01,0,0,0.02,0.384,0.092,0.164,0,0.048,0.054
"1548",0,0,0.004,0.014,0,0,0.172,0,0.026,0,0.184,0.572,0,0,0,0,0.002,0,0.022,0.004
"1549",0.002,0.032,0,0.236,0.048,0.054,0.146,0.032,0.056,0.024,0,0.002,0,0,0,0,0.048,0.236,0.064,0.02
"1550",0,0.064,0,0.036,0.01,0,0,0.072,0.08,0.084,0.512,0.01,0.002,0.086,0.016,0,0,0,0.028,0
"1551",0,0.098,0.018,0.018,0.122,0.26,0.032,0.002,0.004,0.04,0.042,0.054,0.168,0.022,0.008,0.108,0,0.004,0,0
"1552",0.14,0.046,0.044,0.018,0,0,0.016,0.206,0.082,0.052,0.004,0.172,0.004,0.018,0.094,0,0.056,0.048,0,0
"1553",0.038,0.002,0.004,0.02,0,0.008,0.066,0.008,0.01,0,0,0,0,0,0.02,0.006,0.036,0.242,0.54,0
"1554",0.002,0,0.002,0,0,0,0.016,0,0.006,0.028,0,0.002,0.022,0,0.014,0.006,0.254,0.176,0.472,0
"1555",0.016,0.012,0.02,0.002,0.002,0,0.008,0.004,0.266,0.178,0.018,0,0.08,0,0.024,0.114,0.014,0.096,0.06,0.086
"1556",0,0.002,0.426,0.088,0.054,0.004,0.04,0,0,0.002,0.086,0.006,0.056,0.006,0.106,0.074,0.04,0.002,0.008,0
"1557",0.04,0.742,0.044,0,0.032,0.066,0,0.02,0.03,0,0,0,0,0.02,0,0,0,0.004,0,0.002
"1558",0,0.006,0,0,0.598,0,0,0.004,0,0,0.038,0,0.154,0,0,0.106,0.062,0,0,0.032
"1559",0.05,0,0.172,0.014,0.31,0,0.008,0,0,0.008,0.4,0.038,0,0,0,0,0,0,0,0
"1560",0.024,0,0.01,0.31,0.008,0.09,0.014,0.012,0,0.052,0.264,0,0,0.03,0.016,0.032,0.016,0.032,0.022,0.068
"1561",0.014,0,0.006,0.02,0,0,0.148,0,0.002,0,0,0.428,0.114,0.138,0.004,0,0,0,0.004,0.122
"1562",0,0,0.078,0,0.012,0.002,0,0.002,0.006,0.018,0.21,0,0.002,0,0,0.556,0,0,0,0.114
"1563",0.004,0.002,0,0.008,0.096,0,0.026,0,0.07,0,0,0.008,0.676,0,0.048,0,0.062,0,0,0
"1564",0.038,0.01,0.068,0.01,0.068,0.004,0.11,0.136,0.03,0.04,0.048,0,0.364,0.026,0.006,0,0,0.02,0.022,0
"1565",0,0.084,0,0.008,0.182,0.022,0,0.37,0.048,0.064,0,0,0.024,0.034,0.032,0,0,0,0.002,0.13
"1566",0.088,0.018,0.002,0.01,0.108,0.002,0.09,0.014,0.104,0,0.034,0.004,0.01,0.13,0.006,0,0.006,0,0.288,0.086
"1567",0.12,0.126,0,0.012,0,0.124,0,0.15,0.006,0.09,0.03,0.024,0.014,0.012,0.004,0,0,0.28,0.002,0.006
"1568",0,0.008,0,0,0,0,0.07,0.008,0,0.012,0.046,0.058,0,0.012,0.002,0.014,0.498,0,0.018,0.254
"1569",0,0.01,0,0.01,0,0,0,0,0.022,0,0.428,0.006,0.014,0,0,0,0,0,0.51,0
"1570",0.034,0.028,0.148,0,0.228,0,0,0.012,0.002,0.046,0.002,0.028,0.02,0.098,0.162,0.024,0.086,0.002,0,0.08
"1571",0,0,0,0.064,0,0,0.016,0,0.298,0.01,0,0,0,0.318,0,0.15,0.002,0.14,0.002,0
"1572",0.002,0.012,0.036,0.186,0.02,0.002,0.08,0.024,0.01,0.154,0.02,0.092,0.162,0.1,0.002,0.04,0,0.004,0.008,0.046
"1573",0,0.048,0.042,0.142,0.216,0.002,0,0.088,0.16,0.002,0.04,0.012,0.02,0,0,0.156,0.026,0.04,0.004,0.002
"1574",0,0.004,0.02,0.046,0,0.088,0,0,0,0.008,0.046,0,0.502,0.044,0.13,0.022,0,0.012,0.078,0
"1575",0.246,0.006,0,0.052,0,0.086,0.034,0.02,0.05,0.164,0,0.022,0,0.124,0.03,0.016,0.08,0.006,0.028,0.036
